	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
34	tom is driving a tree .	tom is driving a cherry tree .	 tree,  cherry tree	s	s	geq	MED	up	Tom is driving a x.	non-entailment	1	2
37	tom is driving a adult .	tom is driving a woman .	 adult,  woman	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
38	tom is driving a vehicle .	tom is driving a creature .	 vehicle,  creature	s	s	none	MED	up	Tom is driving a x.	non-entailment	1	4
43	tom is driving a building .	tom is driving a court .	 building,  court	s	s	geq	MED	up	Tom is driving a x.	non-entailment	2	2
0	no bills made it to abbott ’ s fruit by the end of the legislative session in may .	no bills made it to abbott ’ s food by the end of the legislative session in may .	 fruit,  food	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
1	no bills made it to abbott ’ s oysters by the end of the legislative session in may .	no bills made it to abbott ’ s seafood by the end of the legislative session in may .	 oysters,  seafood	p	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
2	no bills made it to abbott ’ s hospital by the end of the legislative session in may .	no bills made it to abbott ’ s building by the end of the legislative session in may .	 hospital,  building	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
3	no bills made it to abbott ’ s rap by the end of the legislative session in may .	no bills made it to abbott ’ s food by the end of the legislative session in may .	 rap,  food	m	m	none	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	5
4	no bills made it to abbott ’ s hound by the end of the legislative session in may .	no bills made it to abbott ’ s dog by the end of the legislative session in may .	 hound,  dog	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
5	no bills made it to abbott ’ s potato by the end of the legislative session in may .	no bills made it to abbott ’ s vegetable by the end of the legislative session in may .	 potato,  vegetable	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
6	no bills made it to abbott ’ s watermelon by the end of the legislative session in may .	no bills made it to abbott ’ s fruit by the end of the legislative session in may .	 watermelon,  fruit	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
7	no bills made it to abbott ’ s rap by the end of the legislative session in may .	no bills made it to abbott ’ s music by the end of the legislative session in may .	 rap,  music	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
8	no bills made it to abbott ’ s lass by the end of the legislative session in may .	no bills made it to abbott ’ s woman by the end of the legislative session in may .	 lass,  woman	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
9	no bills made it to abbott ’ s person by the end of the legislative session in may .	no bills made it to abbott ’ s man by the end of the legislative session in may .	 person,  man	s	s	geq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	entailment	1	1
10	no bills made it to abbott ’ s pork by the end of the legislative session in may .	no bills made it to abbott ’ s meat by the end of the legislative session in may .	 pork,  meat	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
11	no bills made it to abbott ’ s brown sugar by the end of the legislative session in may .	no bills made it to abbott ’ s sugar by the end of the legislative session in may .	 brown sugar,  sugar	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
12	no bills made it to abbott ’ s mittens by the end of the legislative session in may .	no bills made it to abbott ’ s food by the end of the legislative session in may .	 mittens,  food	p	m	none	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	5
13	no bills made it to abbott ’ s peaches by the end of the legislative session in may .	no bills made it to abbott ’ s clothes by the end of the legislative session in may .	 peaches,  clothes	p	p	none	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	5
14	no bills made it to abbott ’ s women by the end of the legislative session in may .	no bills made it to abbott ’ s people by the end of the legislative session in may .	 women,  people	p	p	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
15	no bills made it to abbott ’ s hats by the end of the legislative session in may .	no bills made it to abbott ’ s food by the end of the legislative session in may .	 hats,  food	p	m	none	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	5
16	no bills made it to abbott ’ s plant by the end of the legislative session in may .	no bills made it to abbott ’ s tree by the end of the legislative session in may .	 plant,  tree	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
17	no bills made it to abbott ’ s apple pie by the end of the legislative session in may .	no bills made it to abbott ’ s pie by the end of the legislative session in may .	 apple pie,  pie	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
18	no bills made it to abbott ’ s child by the end of the legislative session in may .	no bills made it to abbott ’ s person by the end of the legislative session in may .	 child,  person	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
19	no bills made it to abbott ’ s palace by the end of the legislative session in may .	no bills made it to abbott ’ s building by the end of the legislative session in may .	 palace,  building	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
20	no bills made it to abbott ’ s snow by the end of the legislative session in may .	no bills made it to abbott ’ s weather by the end of the legislative session in may .	 snow,  weather	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
21	no bills made it to abbott ’ s oak by the end of the legislative session in may .	no bills made it to abbott ’ s tree by the end of the legislative session in may .	 oak,  tree	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
22	no bills made it to abbott ’ s club by the end of the legislative session in may .	no bills made it to abbott ’ s building by the end of the legislative session in may .	 club,  building	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
23	no bills made it to abbott ’ s building by the end of the legislative session in may .	no bills made it to abbott ’ s vehicle by the end of the legislative session in may .	 building,  vehicle	s	s	none	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	5
24	no bills made it to abbott ’ s library by the end of the legislative session in may .	no bills made it to abbott ’ s building by the end of the legislative session in may .	 library,  building	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
25	no bills made it to abbott ’ s files by the end of the legislative session in may .	no bills made it to abbott ’ s things by the end of the legislative session in may .	 files,  things	p	p	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
26	no bills made it to abbott ’ s shoes by the end of the legislative session in may .	no bills made it to abbott ’ s clothes by the end of the legislative session in may .	 shoes,  clothes	p	p	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
27	no bills made it to abbott ’ s wife by the end of the legislative session in may .	no bills made it to abbott ’ s woman by the end of the legislative session in may .	 wife,  woman	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
28	no bills made it to abbott ’ s rain by the end of the legislative session in may .	no bills made it to abbott ’ s weather by the end of the legislative session in may .	 rain,  weather	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
29	no bills made it to abbott ’ s pasta by the end of the legislative session in may .	no bills made it to abbott ’ s food by the end of the legislative session in may .	 pasta,  food	m	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
30	no bills made it to abbott ’ s apples by the end of the legislative session in may .	no bills made it to abbott ’ s fruit by the end of the legislative session in may .	 apples,  fruit	p	m	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	2	3
31	no bills made it to abbott ’ s girl by the end of the legislative session in may .	no bills made it to abbott ’ s person by the end of the legislative session in may .	 girl,  person	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
32	no bills made it to abbott ’ s dog by the end of the legislative session in may .	no bills made it to abbott ’ s hound by the end of the legislative session in may .	 dog,  hound	s	s	leq	MED	down	No bills made it to Abbott’s x by the end of the legislative session in May.	non-entailment	1	3
