	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
20	Every sentence in that snow is important.	Every sentence in that weather is important.	 snow,  weather	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
21	Every sentence in that oak is important.	Every sentence in that tree is important.	 oak,  tree	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
22	Every sentence in that club is important.	Every sentence in that building is important.	 club,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
23	Every sentence in that building is important.	Every sentence in that vehicle is important.	 building,  vehicle	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	0	4
24	Every sentence in that library is important.	Every sentence in that building is important.	 library,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
27	Every sentence in that wife is important.	Every sentence in that woman is important.	 wife,  woman	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
28	Every sentence in that rain is important.	Every sentence in that weather is important.	 rain,  weather	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
29	Every sentence in that pasta is important.	Every sentence in that food is important.	 pasta,  food	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
31	Every sentence in that girl is important.	Every sentence in that person is important.	 girl,  person	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
32	Every sentence in that dog is important.	Every sentence in that hound is important.	 dog,  hound	s	s	leq	MED	up	Every sentence in that x is important.	entailment	1	0
33	Every sentence in that tomato is important.	Every sentence in that vegetable is important.	 tomato,  vegetable	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
34	Every sentence in that cherry tree is important.	Every sentence in that tree is important.	 cherry tree,  tree	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
35	Every sentence in that swing is important.	Every sentence in that music is important.	 swing,  music	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
37	Every sentence in that woman is important.	Every sentence in that adult is important.	 woman,  adult	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
38	Every sentence in that creature is important.	Every sentence in that vehicle is important.	 creature,  vehicle	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	1	4
39	Every sentence in that meat is important.	Every sentence in that fruit is important.	 meat,  fruit	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	1	4
40	Every sentence in that sleet is important.	Every sentence in that weather is important.	 sleet,  weather	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
42	Every sentence in that meat is important.	Every sentence in that food is important.	 meat,  food	m	m	leq	MED	up	Every sentence in that x is important.	entailment	0	0
43	Every sentence in that court is important.	Every sentence in that building is important.	 court,  building	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
44	Every sentence in that pasta is important.	Every sentence in that weather is important.	 pasta,  weather	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	0	4
0	Every sentence in that food is important.	Every sentence in that fruit is important.	 food,  fruit	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
2	Every sentence in that building is important.	Every sentence in that hospital is important.	 building,  hospital	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
3	Every sentence in that food is important.	Every sentence in that rap is important.	 food,  rap	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	1	4
4	Every sentence in that dog is important.	Every sentence in that hound is important.	 dog,  hound	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
5	Every sentence in that vegetable is important.	Every sentence in that potato is important.	 vegetable,  potato	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
6	Every sentence in that fruit is important.	Every sentence in that watermelon is important.	 fruit,  watermelon	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
7	Every sentence in that music is important.	Every sentence in that rap is important.	 music,  rap	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
8	Every sentence in that woman is important.	Every sentence in that lass is important.	 woman,  lass	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
9	Every sentence in that man is important.	Every sentence in that person is important.	 man,  person	s	s	leq	MED	up	Every sentence in that x is important.	entailment	0	0
10	Every sentence in that meat is important.	Every sentence in that pork is important.	 meat,  pork	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
11	Every sentence in that sugar is important.	Every sentence in that brown sugar is important.	 sugar,  brown sugar	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
16	Every sentence in that tree is important.	Every sentence in that plant is important.	 tree,  plant	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	0	2
17	Every sentence in that pie is important.	Every sentence in that apple pie is important.	 pie,  apple pie	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
18	Every sentence in that person is important.	Every sentence in that child is important.	 person,  child	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
19	Every sentence in that building is important.	Every sentence in that palace is important.	 building,  palace	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
20	Every sentence in that weather is important.	Every sentence in that snow is important.	 weather,  snow	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
21	Every sentence in that tree is important.	Every sentence in that oak is important.	 tree,  oak	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
22	Every sentence in that building is important.	Every sentence in that club is important.	 building,  club	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
23	Every sentence in that vehicle is important.	Every sentence in that building is important.	 vehicle,  building	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	0	4
24	Every sentence in that building is important.	Every sentence in that library is important.	 building,  library	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
27	Every sentence in that woman is important.	Every sentence in that wife is important.	 woman,  wife	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
28	Every sentence in that weather is important.	Every sentence in that rain is important.	 weather,  rain	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
29	Every sentence in that food is important.	Every sentence in that pasta is important.	 food,  pasta	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
31	Every sentence in that person is important.	Every sentence in that girl is important.	 person,  girl	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
32	Every sentence in that hound is important.	Every sentence in that dog is important.	 hound,  dog	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	0	2
33	Every sentence in that vegetable is important.	Every sentence in that tomato is important.	 vegetable,  tomato	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
34	Every sentence in that tree is important.	Every sentence in that cherry tree is important.	 tree,  cherry tree	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
35	Every sentence in that music is important.	Every sentence in that swing is important.	 music,  swing	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
37	Every sentence in that adult is important.	Every sentence in that woman is important.	 adult,  woman	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
38	Every sentence in that vehicle is important.	Every sentence in that creature is important.	 vehicle,  creature	s	s	none	MED	up	Every sentence in that x is important.	non-entailment	0	4
39	Every sentence in that fruit is important.	Every sentence in that meat is important.	 fruit,  meat	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	0	4
40	Every sentence in that weather is important.	Every sentence in that sleet is important.	 weather,  sleet	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
42	Every sentence in that food is important.	Every sentence in that meat is important.	 food,  meat	m	m	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
43	Every sentence in that building is important.	Every sentence in that court is important.	 building,  court	s	s	geq	MED	up	Every sentence in that x is important.	non-entailment	1	2
44	Every sentence in that weather is important.	Every sentence in that pasta is important.	 weather,  pasta	m	m	none	MED	up	Every sentence in that x is important.	non-entailment	1	4
2	Tom is driving a hospital.	Tom is driving a building.	 hospital,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
4	Tom is driving a hound.	Tom is driving a dog.	 hound,  dog	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
5	Tom is driving a potato.	Tom is driving a vegetable.	 potato,  vegetable	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
6	Tom is driving a watermelon.	Tom is driving a fruit.	 watermelon,  fruit	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
8	Tom is driving a lass.	Tom is driving a woman.	 lass,  woman	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
9	Tom is driving a person.	Tom is driving a man.	 person,  man	s	s	geq	MED	up	Tom is driving a x.	non-entailment	0	2
16	Tom is driving a plant.	Tom is driving a tree.	 plant,  tree	s	s	leq	MED	up	Tom is driving a x.	entailment	0	0
18	Tom is driving a child.	Tom is driving a person.	 child,  person	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
19	Tom is driving a palace.	Tom is driving a building.	 palace,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
21	Tom is driving a oak.	Tom is driving a tree.	 oak,  tree	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
22	Tom is driving a club.	Tom is driving a building.	 club,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
23	Tom is driving a building.	Tom is driving a vehicle.	 building,  vehicle	s	s	none	MED	up	Tom is driving a x.	non-entailment	1	4
24	Tom is driving a library.	Tom is driving a building.	 library,  building	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
27	Tom is driving a wife.	Tom is driving a woman.	 wife,  woman	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
31	Tom is driving a girl.	Tom is driving a person.	 girl,  person	s	s	leq	MED	up	Tom is driving a x.	entailment	1	0
32	Tom is driving a dog.	Tom is driving a hound.	 dog,  hound	s	s	leq	MED	up	Tom is driving a x.	entailment	0	0
